Wall time,Step,Value
1651068936.6235666,42,0.035814862698316574
1651068937.4498994,94,0.004845277406275272
1651068939.1726744,167,0.008153904229402542
1651068940.1015794,229,0.01668938249349594
1651068940.1305792,234,0.017016777768731117
1651068940.9299612,273,0.001927828649058938
1651068941.6082542,308,0.0006542492192238569
1651068941.6192539,310,0.0005360585055314004
1651068941.6612542,318,0.0005270271794870496
1651068944.4932306,474,0.0007677872199565172
1651068945.8191996,536,0.04448770731687546
1651068946.514435,579,0.00131186842918396
1651068946.551435,586,0.001194623182527721
1651068947.2867274,634,0.008500633761286736
1651068947.841061,647,0.0022717274259775877
1651068948.695286,714,0.00013551412848755717
1651068949.2046056,722,0.19094517827033997
1651068950.6378286,808,0.014146300032734871
1651068950.788824,836,0.0034775601234287024
1651068954.1633742,1014,0.02681593969464302
1651068954.9135935,1066,0.0003039723669644445
1651068955.6120067,1104,0.00012379142572171986
1651068956.9967506,1180,0.0003097325097769499
1651068958.4418497,1261,0.00029244719189591706
1651068959.228139,1316,0.00010730823123594746
1651068959.2461407,1319,4.9117566959466785e-05
1651068959.812835,1333,0.016827911138534546
1651068959.836438,1337,0.004606110043823719
1651068960.6130805,1385,0.00023162839352153242
1651068960.6520796,1392,0.00014700012980028987
1651068961.355891,1436,0.0012128258822485805
1651068963.4538753,1552,0.0007075680186972022
1651068966.653604,1691,8.662997424835339e-05
1651068967.464632,1734,0.0030056640971451998
1651068967.4823046,1737,0.00035847508115693927
1651068970.033665,1877,0.00017132333596237004
1651068970.8123229,1917,5.447906369226985e-05
1651068973.1635356,2036,0.00035407274845056236
1651068974.670524,2096,2.97508122457657e-05
1651068976.3587055,2199,3.925365308532491e-05
1651068977.828537,2262,5.7328918046550825e-05
1651068978.695408,2307,3.280179589637555e-05
1651068980.4216256,2389,2.362771556363441e-05
1651068981.2307236,2436,4.935404649586417e-05
1651068982.6577706,2485,2.160852454835549e-05
1651068982.6637728,2486,2.545216921134852e-05
1651068982.7337716,2498,1.8234668459626846e-05
1651068983.4699166,2532,0.0005903340643271804
1651068986.7364674,2685,2.645287531777285e-05
1651068987.601287,2740,0.00014940384426154196
1651068992.506224,2967,3.68260734830983e-05
1651068993.5285609,3038,2.7761063392972574e-05
1651068996.7949977,3161,2.3853681341279298e-05
1651068997.7799838,3230,7.688462937949225e-05
1651068998.4839394,3246,2.9732233087997884e-05
1651068999.5108695,3305,1.3961462173028849e-05
1651069006.959053,3618,4.751669257530011e-05
1651069006.9730546,3620,3.419941640459001e-05
1651069007.931457,3670,5.388704266806599e-06
1651069009.60832,3741,5.612652239506133e-05
1651069011.3334458,3814,2.232383849332109e-05
1651069011.378273,3821,4.233510117046535e-05
1651069014.2670922,3928,1.488146426709136e-05
1651069014.4450922,3956,8.045977665460669e-06
1651069016.215655,4036,1.285886173718609e-05
1651069017.9147458,4098,4.240282578393817e-06
1651069020.0569594,4196,3.522617589624133e-06
1651069020.9293075,4232,1.1886631000379566e-05
1651069022.779339,4317,3.842390469799284e-06
1651069025.4853508,4400,0.00038578014937229455
1651069027.5323312,4492,5.167306426301366e-06
1651069027.6583292,4509,5.011663688492263e-06
1651069031.670561,4668,6.442043286369881e-06
1651069031.7245545,4676,3.6691703826363664e-06
1651069034.26422,4788,3.389000085007865e-06
1651069038.3040354,4971,3.1842239422985585e-06
1651069040.8453405,5106,3.3730971154000144e-06
1651069041.5859776,5134,3.22214764310047e-05
1651069045.4617178,5345,1.2168266948719975e-05
1651069045.5493877,5359,4.8607880671625026e-06
1651069049.4836378,5549,3.5758508602157235e-05
1651069051.8721442,5679,0.000161082498379983
1651069053.2819066,5723,3.433680103626102e-05
1651069054.8545134,5808,3.453665704000741e-05
1651069055.709597,5864,2.2061016352381557e-05
1651069055.749597,5871,1.3942699297331274e-05
1651069056.5015242,5907,4.396361873659771e-06
1651069058.1118197,5990,5.459252861328423e-06
1651069062.6319969,6200,1.8854683730751276e-05
1651069062.7488558,6219,6.458142252085963e-06
1651069064.2782087,6289,1.881163257166918e-06
1651069065.8418202,6376,4.521079972619191e-06
1651069069.8104389,6574,1.1848042049678043e-06
1651069070.516241,6603,1.4204809303919319e-05
1651069072.1313298,6699,1.4652930531156017e-06
1651069072.2033293,6711,7.907133294793312e-07
1651069075.388405,6854,6.165973900351673e-07
1651069077.6143441,6966,5.784763743577059e-07
1651069080.311744,7114,3.522209226503037e-07
1651069081.0770168,7155,7.522463647546829e-07
1651069085.7885385,7382,3.3379959063495335e-07
1651069087.6396554,7460,1.813398853300896e-07
1651069087.66166,7463,2.678973487491021e-07
1651069087.7676613,7478,3.9132146412157454e-07
1651069088.5857675,7511,1.8065695428504114e-07
1651069094.2846086,7788,3.4235088719469786e-07
1651069094.3443396,7798,3.9373551885546476e-07
1651069095.2532237,7833,2.5864500230454723e-07
1651069098.473515,7991,1.1379252384813299e-07
1651069100.011983,8066,9.121975352854861e-08
1651069102.383851,8180,4.4372239216272646e-08
1651069103.1778371,8221,6.733693425076126e-08
1651069106.2111118,8363,9.067045425581455e-08
1651069106.2971132,8377,5.712247030942308e-08
1651069108.677945,8498,7.251550471210066e-08
1651069108.743947,8508,1.9542053308896357e-08
1651069111.1546247,8601,1.7940656107384712e-06
1651069116.0270848,8878,2.3497960910390248e-08
1651069117.467563,8928,8.219219438387881e-08
1651069117.5105646,8935,7.591094686176802e-07
1651069118.3986409,8993,4.781721685276352e-08
1651069123.380975,9260,4.074534808751196e-05
1651069126.1839523,9468,1.93701998796314e-05
1651069127.386744,9554,2.5494538931525312e-05
1651069127.6037457,9567,5.1524250011425465e-05
1651069128.723838,9680,1.6339163266820833e-05
1651069128.825836,9698,4.4943550165044144e-05
1651069130.8343873,9843,2.4858058168319985e-05
1651069131.3034291,9907,2.6179393898928538e-05
1651069135.6078515,10276,2.2157759303809144e-05
1651069135.7858517,10283,2.167790080420673e-05
1651069136.626582,10399,4.4279797293711454e-05
1651069137.4384198,10479,6.8347771957633086e-06
1651069138.0973158,10522,7.766870112391189e-05
1651069138.8267162,10607,4.877092578681186e-05
1651069140.1558497,10757,8.18522967165336e-05
1651069140.1618862,10758,2.195015986217186e-05
1651069140.3868513,10780,2.460134965076577e-05
1651069141.4411755,10850,1.4030614693183452e-05
1651069141.876014,10902,1.084292398445541e-05
1651069141.8940134,10905,1.4545390513376333e-05
1651069142.2245123,10943,1.9022194464923814e-05
1651069142.450718,10966,1.7540003682370298e-05
1651069142.4994507,10974,2.367786510149017e-05
1651069142.8949518,11020,3.378056135261431e-05
1651069143.6050024,11102,1.753835749696009e-05
1651069143.9644759,11121,6.566056254087016e-05
1651069148.0807447,11419,3.858732816297561e-05
1651069148.588758,11472,3.2998672395478934e-05
1651069148.9592268,11492,2.5861292670015246e-05
1651069149.3662267,11523,8.506423910148442e-05
1651069149.4204316,11532,4.0246741264127195e-05
1651069149.749303,11566,3.917419599019922e-05
1651069151.2247198,11685,5.956320819677785e-05
1651069152.050485,11759,1.1954253750445787e-05
1651069155.408207,11969,9.357793715025764e-06
1651069155.436245,11974,1.52818738570204e-05
1651069157.9435449,12138,1.7951188056031242e-05
1651069158.640202,12164,3.034513156308094e-06
1651069160.0595179,12290,4.045140030939365e-06
1651069164.8200746,12671,9.303906153945718e-06
1651069168.4577117,12877,9.054372640093789e-06
1651069169.919702,12939,8.612338206148706e-06
1651069171.6432843,13034,4.838789209316019e-06
1651069172.3763626,13061,8.43451198306866e-06
1651069173.0508676,13082,2.0621620933525264e-05
1651069173.1208675,13094,8.44481837702915e-06
1651069173.209244,13109,1.8535610024628113e-06
1651069178.9471555,13402,4.775734123541042e-05
1651069180.525579,13504,5.365557171899127e-06
1651069181.162745,13546,2.8050017135683447e-06
