,Step,Value
0,5,1000.0
1,6,1000.0
2,10,1000.0
3,11,1000.0
4,13,1000.0
5,14,1000.0
6,15,1000.0
7,17,1000.0
8,18,1000.0
9,19,1000.0
10,20,1000.0
11,24,1000.0
12,33,1000.0
13,34,1000.0
14,36,1000.0
15,39,1000.0
16,40,1000.0
17,42,1000.0
18,44,1000.0
19,45,1000.0
20,47,1000.0
21,49,1000.0
22,50,1000.0
23,53,1000.0
24,54,1000.0
25,55,1000.0
26,56,1000.0
27,57,1000.0
28,60,1000.0
29,61,1000.0
30,63,1000.0
31,65,1000.0
32,66,1000.0
33,67,1000.0
34,68,1000.0
35,71,1000.0
36,72,1000.0
37,73,1000.0
38,74,1000.0
39,76,1000.0
40,79,1000.0
41,84,1000.0
42,85,1000.0
43,86,1000.0
44,87,1000.0
45,88,1000.0
46,89,1000.0
47,94,1000.0
48,102,1000.0
49,105,1000.0
50,106,1000.0
51,113,1000.0
52,116,1000.0
53,118,1000.0
54,119,1000.0
55,120,1000.0
56,124,1000.0
57,125,1000.0
58,126,1000.0
59,129,1000.0
60,130,1000.0
61,133,1000.0
62,137,1000.0
63,139,1000.0
64,141,1000.0
65,142,1000.0
66,143,1000.0
67,144,1000.0
68,148,1000.0
69,150,1000.0
70,153,1000.0
71,154,1000.0
72,155,1000.0
73,157,1000.0
74,158,1000.0
75,159,1000.0
76,162,1000.0
77,164,1000.0
78,165,1000.0
79,167,1000.0
80,168,1000.0
81,171,1000.0
82,176,1000.0
83,177,1000.0
84,178,1000.0
85,180,1000.0
86,181,1000.0
87,183,1000.0
88,185,1000.0
89,186,1000.0
90,187,1000.0
91,188,1000.0
92,190,1000.0
93,191,1000.0
94,198,1000.0
95,202,1000.0
96,206,1000.0
97,207,1000.0
98,208,1000.0
99,212,1000.0
100,215,1000.0
101,218,1000.0
102,219,1000.0
103,222,1000.0
104,223,1000.0
105,225,1000.0
106,226,1000.0
107,227,1000.0
108,229,1000.0
109,230,1000.0
110,232,1000.0
111,233,1000.0
112,234,1000.0
113,237,966.0
114,240,892.0
115,245,902.8000000000001
116,247,912.5200000000001
117,249,842.4680000000002
118,250,789.6212000000002
119,255,738.4590800000001
120,258,742.513172
121,259,686.2618548
122,260,688.53566932
123,261,636.082102388
124,263,598.0738921492
125,267,553.5665029342799
126,269,542.0098526408519
127,271,540.6088673767667
128,273,501.1479806390901
129,278,466.5331825751811
130,280,442.479864317663
131,284,414.4318778858967
132,289,471.688690097307
133,291,463.4198210875763
134,292,448.77783897881864
135,295,421.8000550809368
136,297,416.2200495728431
137,298,391.7980446155588
138,299,365.41824015400294
139,301,428.8764161386026
140,302,461.7887745247424
141,303,460.10989707226815
142,307,477.6989073650413
143,308,448.32901662853715
144,310,442.79611496568344
145,313,498.51650346911504
146,317,503.16485312220357
147,318,552.8483678099832
148,319,512.0635310289848
149,320,489.9571779260864
150,322,483.06146013347774
151,325,534.7553141201299
152,326,556.779782708117
153,327,601.1018044373052
154,330,579.9916239935746
155,331,621.9924615942172
156,333,659.7932154347955
157,339,693.813893891316
158,341,724.4325045021844
159,344,751.989254051966
160,345,776.7903286467694
161,347,767.5112957820924
162,348,753.3601662038832
163,353,778.0241495834949
164,354,800.2217346251455
165,356,820.199561162631
166,358,838.1796050463679
167,359,854.3616445417312
168,360,868.9254800875581
169,363,882.0329320788023
170,364,893.8296388709222
171,367,821.64667498383
172,368,839.4820074854471
173,370,855.5338067369024
174,371,869.9804260632122
175,373,882.9823834568911
176,377,894.6841451112019
177,378,905.2157306000818
178,379,851.2941575400737
179,381,866.1647417860663
180,382,879.5482676074597
181,385,891.5934408467137
182,386,902.4340967620424
183,387,912.1906870858381
184,388,920.9716183772543
185,390,928.874456539529
186,391,935.9870108855761
187,392,942.3883097970185
188,393,948.1494788173167
189,402,953.334530935585
190,403,958.0010778420266
191,405,962.200970057824
192,408,965.9808730520416
193,415,969.3827857468375
194,416,972.4445071721537
195,420,925.2000564549384
196,421,908.3800508094446
197,422,917.5420457285002
198,424,925.7878411556502
199,426,933.2090570400852
200,430,939.8881513360767
201,439,945.899336202469
202,440,951.3094025822221
203,441,956.178462324
204,442,960.5606160916
205,444,964.50455448244
206,445,968.054099034196
207,448,971.2486891307765
208,451,974.1238202176988
209,458,976.711438195929
210,459,979.0402943763361
211,460,981.1362649387025
212,461,983.0226384448323
213,463,984.720374600349
214,464,986.2483371403141
215,465,987.6235034262827
216,467,988.8611530836545
217,468,989.975037775289
218,469,990.9775339977601
219,471,991.8797805979841
220,473,992.6918025381857
221,474,993.4226222843671
222,478,994.0803600559304
223,485,994.6723240503375
224,488,995.2050916453037
225,489,995.6845824807733
226,491,996.116124232696
227,493,996.5045118094265
228,496,996.8540606284839
229,507,997.1686545656355
230,510,997.451789109072
231,511,997.7066101981649
232,512,997.9359491783484
233,514,998.1423542605136
234,516,998.3281188344622
235,517,998.495306951016
236,519,998.6457762559144
237,524,998.7811986303229
238,525,998.9030787672907
239,531,999.0127708905617
240,533,999.1114938015055
241,534,999.200344421355
242,535,999.2803099792195
243,536,954.1522789812975
244,537,958.7370510831678
245,538,962.863345974851
246,539,966.5770113773659
247,540,969.9193102396293
248,541,972.9273792156664
249,542,975.6346412940998
250,544,978.0711771646899
251,547,980.2640594482209
252,548,982.2376535033989
253,549,984.013888153059
254,551,985.6124993377532
255,555,987.0512494039779
256,557,988.34612446358
257,559,989.5115120172221
258,563,990.5603608155
259,564,991.5043247339499
260,565,992.353892260555
261,567,993.1185030344994
262,569,993.8066527310496
263,571,994.4259874579446
264,573,994.9833887121501
265,574,995.4850498409352
266,577,995.9365448568417
267,579,996.3428903711575
268,580,996.7086013340418
269,581,997.0377412006376
270,582,997.3339670805739
271,583,997.6005703725165
272,584,997.8405133352649
273,586,998.0564620017384
274,587,998.2508158015646
275,592,998.4257342214082
276,593,998.5831607992674
277,595,998.7248447193407
278,596,998.8523602474066
279,597,998.967124222666
280,600,999.0704118003995
281,602,999.1633706203595
282,604,999.2470335583236
283,606,999.3223302024912
284,608,999.3900971822421
285,610,999.451087464018
286,611,999.5059787176162
287,612,999.5553808458546
288,615,999.5998427612692
289,619,999.6398584851423
290,620,999.6758726366281
291,622,999.7082853729653
292,623,999.7374568356688
293,625,999.7637111521019
294,629,999.7873400368917
295,634,999.8086060332025
296,641,999.8277454298823
297,642,999.8449708868941
298,644,999.8604737982047
299,645,999.8744264183842
300,646,999.8869837765459
301,647,999.8982853988913
302,648,999.9084568590022
303,649,999.9176111731019
304,651,999.9258500557918
305,652,999.9332650502126
306,656,999.9399385451914
307,657,999.9459446906723
308,659,999.951350221605
309,661,999.9562151994445
310,664,999.9605936795001
311,666,999.9645343115501
312,667,999.9680808803951
313,668,999.9712727923555
314,671,999.97414551312
315,672,999.976730961808
316,673,999.9790578656273
317,674,999.9811520790646
318,675,999.9830368711581
319,677,999.9847331840423
320,678,999.9862598656381
321,679,951.0876338790744
322,681,955.978870491167
323,682,960.3809834420503
324,683,964.3428850978453
325,684,967.9085965880607
326,685,971.1177369292546
327,686,974.0059632363292
328,688,976.6053669126962
329,689,978.9448302214266
330,692,981.050347199284
331,696,982.9453124793556
332,699,984.6507812314201
333,700,986.1857031082781
334,701,987.5671327974503
335,703,988.8104195177053
336,704,989.9293775659348
337,705,990.9364398093413
338,706,991.8427958284072
339,708,992.6585162455665
340,709,993.3926646210099
341,710,994.0533981589089
342,714,994.648058343018
343,718,995.1832525087162
344,719,995.6649272578446
345,721,996.0984345320602
346,722,996.4885910788541
347,723,996.8397319709687
348,724,997.1557587738719
349,725,997.4401828964847
350,726,997.6961646068362
351,729,997.9265481461526
352,730,998.1338933315374
353,736,998.3205039983836
354,738,998.4884535985453
355,739,998.6396082386908
356,740,998.7756474148217
357,741,998.8980826733396
358,743,999.0082744060056
359,746,999.1074469654051
360,747,999.1967022688646
361,750,999.2770320419781
362,751,999.3493288377804
363,752,999.4143959540023
364,754,999.4729563586021
365,756,999.5256607227419
366,759,999.5730946504677
367,760,999.615785185421
368,762,999.654206666879
369,765,999.688786000191
370,766,999.7199074001719
371,767,999.7479166601547
372,769,999.7731249941393
373,770,999.7958124947254
374,771,999.8162312452529
375,773,999.8346081207276
376,774,999.8511473086548
377,775,999.8660325777894
378,780,999.8794293200104
379,784,999.8914863880094
380,785,961.5023377492086
381,787,965.3521039742877
382,789,968.816893576859
383,791,971.9352042191731
384,792,974.7416837972559
385,793,977.2675154175303
386,794,979.5407638757772
387,795,981.5866874881995
388,796,983.4280187393796
389,798,985.0852168654417
390,800,986.5766951788976
391,802,987.9190256610078
392,805,989.127123094907
393,807,990.2144107854164
394,808,991.1929697068747
395,809,992.0736727361873
396,813,992.8663054625686
397,815,993.5796749163118
398,816,994.2217074246806
399,818,994.7995366822125
400,821,995.3195830139913
401,823,995.7876247125922
402,824,996.208862241333
403,825,996.5879760171997
404,828,996.9291784154798
405,831,997.2362605739319
406,832,997.5126345165387
407,834,997.7613710648849
408,836,997.9852339583964
409,838,998.1867105625568
410,843,998.3680395063011
411,845,998.5312355556711
412,846,972.4781120001039
413,847,975.2303008000936
414,848,977.7072707200842
415,851,979.9365436480758
416,857,981.9428892832683
417,859,983.7486003549415
418,860,985.3737403194473
419,861,986.8363662875025
420,862,988.1527296587523
421,863,989.337456692877
422,867,990.4037110235894
423,869,991.3633399212305
424,870,992.2270059291075
425,873,993.0043053361967
426,874,993.703874802577
427,875,994.3334873223193
428,876,994.9001385900874
429,877,995.4101247310787
430,879,995.8691122579709
431,880,996.2822010321738
432,881,996.6539809289565
433,882,996.9885828360608
434,884,997.2897245524547
435,887,997.5607520972093
436,889,997.8046768874883
437,890,998.0242091987395
438,892,998.2217882788656
439,893,998.399609450979
440,896,998.5596485058811
441,897,998.703683655293
442,899,998.8333152897637
443,900,998.9499837607874
444,907,999.0549853847086
445,908,999.1494868462378
446,909,999.2345381616141
447,910,999.3110843454526
448,911,999.3799759109074
449,912,999.4419783198167
450,913,999.497780487835
451,915,999.5480024390515
452,916,999.5932021951464
453,917,999.6338819756318
454,920,999.6704937780686
455,921,999.7034444002618
456,922,999.7330999602357
457,923,928.6597899642121
458,925,935.7938109677909
459,931,942.2144298710118
460,932,947.9929868839107
461,933,953.1936881955196
462,935,957.8743193759676
463,939,962.0868874383709
464,942,965.8781986945338
465,945,969.2903788250804
466,949,972.3613409425724
467,952,975.1252068483152
468,953,977.6126861634837
469,954,979.8514175471353
470,956,981.8662757924218
471,957,983.6796482131796
472,958,985.3116833918616
473,961,986.7805150526755
474,962,988.102463547408
475,964,989.2922171926672
476,966,990.3629954734005
477,967,991.3266959260604
478,969,992.1940263334544
479,971,921.674623700109
480,972,857.4071613300981
481,974,871.6664451970884
482,976,884.4998006773795
483,977,896.0498206096416
484,978,906.4448385486775
485,979,915.8003546938097
486,982,924.2203192244287
487,983,931.7982873019859
488,984,938.6184585717873
489,987,944.7566127146085
490,988,950.2809514431477
491,996,955.252856298833
492,999,959.7275706689497
493,1000,963.7548136020548
494,1002,967.3793322418494
495,1004,970.6413990176645
496,1005,973.5772591158981
497,1008,976.2195332043083
498,1009,978.5975798838774
499,1011,980.7378218954897
500,1012,982.6640397059407
501,1013,984.3976357353466
502,1014,985.957872161812
503,1017,987.3620849456308
504,1025,988.6258764510678
505,1026,989.7632888059611
506,1027,990.7869599253651
507,1029,991.7082639328286
508,1031,992.5374375395457
509,1032,987.4836937855911
510,1033,988.735324407032
511,1035,989.8617919663287
512,1037,990.8756127696959
513,1038,991.7880514927263
514,1039,992.6092463434536
515,1042,993.3483217091083
516,1043,994.0134895381975
517,1044,994.6121405843778
518,1049,982.3509265259399
519,1051,984.115833873346
520,1052,985.7042504860115
521,1054,987.1338254374103
522,1055,988.4204428936694
523,1057,989.5783986043025
524,1063,990.6205587438723
525,1064,991.5585028694851
526,1066,992.4026525825366
527,1068,993.1623873242829
528,1072,993.8461485918547
529,1074,994.4615337326692
530,1076,995.0153803594022
531,1078,995.513842323462
532,1080,995.9624580911158
533,1082,996.3662122820042
534,1083,996.7295910538038
535,1084,914.4566319484234
536,1085,923.0109687535811
537,1086,930.709871878223
538,1090,937.6388846904007
539,1092,943.8749962213607
540,1093,949.4874965992246
541,1099,954.5387469393022
542,1101,959.084872245372
543,1103,963.1763850208348
544,1104,966.8587465187513
545,1105,970.1728718668762
546,1111,973.1555846801887
547,1114,975.8400262121698
548,1116,977.7560235909529
549,1119,979.9804212318576
550,1122,981.9823791086718
551,1123,983.7841411978046
552,1125,985.4057270780241
553,1126,986.8651543702217
554,1127,988.1786389331995
555,1128,989.3607750398796
556,1130,990.4246975358917
557,1131,991.3822277823026
558,1133,992.2440050040724
559,1134,993.0196045036652
560,1135,993.7176440532986
561,1138,994.3458796479688
562,1139,994.911291683172
563,1141,995.4201625148547
564,1149,940.9781462633692
565,1150,946.8803316370323
566,1151,952.1922984733291
567,1152,956.9730686259961
568,1155,961.2757617633965
569,1156,965.1481855870569
570,1157,968.6333670283512
571,1160,971.7700303255161
572,1161,974.5930272929645
573,1162,977.1337245636681
574,1165,979.4203521073014
575,1177,981.4783168965713
576,1180,983.3304852069142
577,1182,984.9974366862228
578,1183,986.4976930176006
579,1185,987.8479237158406
580,1186,989.0631313442566
581,1189,990.1568182098309
582,1192,991.1411363888478
583,1193,992.0270227499631
584,1194,992.8243204749667
585,1195,993.5418884274701
586,1196,994.1876995847231
587,1197,994.7689296262508
588,1198,995.2920366636258
589,1199,995.7628329972632
590,1201,996.1865496975369
591,1203,996.5678947277831
592,1204,996.9111052550048
593,1206,997.2199947295044
594,1208,997.497995256554
595,1210,997.7481957308986
596,1211,997.9733761578087
597,1212,998.1760385420279
598,1213,998.3584346878251
599,1214,998.5225912190426
600,1215,998.6703320971384
601,1219,998.8032988874246
602,1224,998.9229689986821
603,1225,999.030672098814
604,1227,999.1276048889326
605,1228,999.2148444000394
606,1232,999.2933599600354
607,1233,999.364023964032
608,1234,999.4276215676288
609,1236,999.4848594108659
610,1239,999.5363734697793
611,1242,999.5827361228014
612,1244,999.6244625105213
613,1246,999.6620162594692
614,1247,999.6958146335222
615,1249,999.72623317017
616,1250,999.753609853153
617,1253,999.7782488678376
618,1254,999.8004239810539
619,1255,955.0203815829484
620,1257,959.5183434246536
621,1258,963.5665090821883
622,1259,967.2098581739695
623,1261,970.4888723565725
624,1262,973.4399851209153
625,1263,976.0959866088238
626,1264,978.4863879479414
627,1265,980.6377491531472
628,1266,982.5739742378324
629,1271,984.3165768140492
630,1272,985.8849191326443
631,1274,987.2964272193799
632,1278,988.566784497442
633,1279,989.7101060476978
634,1281,990.739095442928
635,1285,991.6651858986353
636,1287,992.4986673087718
637,1289,993.2488005778946
638,1291,993.9239205201052
639,1292,994.5315284680947
640,1293,995.0783756212853
641,1294,995.5705380591568
642,1296,996.0134842532411
643,1299,996.412135827917
644,1300,996.7709222451253
645,1302,997.0938300206128
646,1303,997.3844470185516
647,1304,997.6460023166965
648,1306,997.8814020850268
649,1310,998.0932618765241
650,1312,998.2839356888718
651,1313,998.4555421199847
652,1315,998.6099879079862
653,1316,998.7489891171876
654,1319,998.8740902054689
655,1320,998.986681184922
656,1325,999.0880130664298
657,1326,999.1792117597868
658,1327,999.2612905838081
659,1328,999.3351615254273
660,1330,999.4016453728847
661,1332,999.4614808355963
662,1333,999.5153327520367
663,1334,999.563799476833
664,1335,999.6074195291496
665,1336,999.6466775762347
666,1337,999.6820098186112
667,1340,999.7138088367501
668,1343,999.7424279530751
669,1345,999.7681851577676
670,1347,999.7913666419909
671,1348,999.8122299777918
672,1349,999.8310069800127
673,1350,999.8479062820114
674,1351,999.8631156538103
675,1355,999.8768040884293
676,1359,999.8891236795863
677,1361,999.9002113116277
678,1362,999.910190180465
679,1365,999.9191711624185
680,1366,999.9272540461767
681,1367,999.934528641559
682,1370,999.9410757774032
683,1373,999.9469681996628
684,1374,999.9522713796965
685,1375,999.9570442417269
686,1377,999.9613398175542
687,1378,999.9652058357988
688,1379,999.968685252219
689,1382,999.9718167269971
690,1384,999.9746350542974
691,1385,999.9771715488677
692,1386,999.9794543939809
693,1387,999.9815089545828
694,1388,999.9833580591245
695,1389,999.985022253212
696,1391,999.9865200278908
697,1392,999.9878680251018
698,1395,999.9890812225916
699,1400,999.9901731003324
700,1412,999.9911557902992
701,1413,999.9920402112693
702,1414,999.9928361901424
703,1415,999.9935525711281
704,1419,999.9941973140153
705,1422,999.9947775826138
706,1423,999.9952998243524
707,1425,999.9957698419172
708,1426,999.9961928577255
709,1427,999.996573571953
710,1428,999.9969162147578
711,1430,999.997224593282
712,1432,999.9975021339538
713,1433,999.9977519205585
714,1434,999.9979767285026
715,1436,999.9981790556524
716,1437,999.9983611500871
717,1438,999.9985250350784
718,1440,999.9986725315706
719,1442,999.9988052784136
720,1448,999.9989247505722
721,1450,999.999032275515
722,1455,999.9991290479635
723,1456,999.9992161431671
724,1460,999.9992945288504
725,1465,999.9993650759654
726,1466,999.9994285683689
727,1470,999.999485711532
728,1474,999.9995371403788
729,1477,999.999583426341
730,1480,999.999625083707
731,1481,999.9996625753363
732,1482,999.9996963178027
733,1485,999.9997266860224
734,1486,999.9997540174202
735,1489,999.9997786156782
736,1491,999.9998007541104
737,1492,999.9998206786994
738,1493,919.9998386108294
739,1500,927.9998547497465
740,1501,935.1998692747719
741,1502,941.6798823472948
742,1503,947.5118941125653
743,1505,952.7607047013088
744,1506,957.4846342311779
745,1507,961.7361708080601
746,1508,965.5625537272541
747,1509,969.0062983545287
748,1510,972.1056685190758
749,1511,974.8951016671683
750,1512,977.4055915004515
751,1513,979.6650323504064
752,1516,981.6985291153658
753,1518,983.5286762038293
754,1523,985.1758085834464
755,1524,986.6582277251017
756,1525,987.9924049525915
757,1527,989.1931644573324
758,1534,990.2738480115992
759,1536,991.2464632104393
760,1541,992.1218168893954
761,1542,992.9096352004559
762,1546,993.6186716804103
763,1548,994.2568045123693
764,1549,994.8311240611324
765,1551,995.3480116550191
766,1552,995.8132104895172
767,1554,996.2318894405655
768,1555,996.608700496509
769,1561,996.9478304468581
770,1562,997.2530474021723
771,1563,997.5277426619551
772,1568,997.7749683957596
773,1569,997.9974715561837
774,1578,998.1977244005653
775,1579,998.3779519605088
776,1582,998.540156764458
777,1583,998.6861410880122
778,1584,998.8175269792109
779,1586,998.9357742812898
780,1588,999.0421968531608
781,1590,999.1379771678447
782,1593,999.2241794510603
783,1594,999.3017615059543
784,1596,999.3715853553589
785,1597,999.434426819823
786,1599,999.4909841378407
787,1601,999.5418857240566
788,1602,999.5876971516509
789,1604,999.6289274364858
790,1605,999.6660346928372
791,1609,999.6994312235536
792,1610,999.7294881011983
793,1612,999.7565392910785
794,1613,999.7808853619707
795,1614,999.8027968257736
796,1615,999.8225171431963
797,1617,999.8402654288766
798,1618,999.856238885989
799,1619,999.8706149973901
800,1620,999.8835534976512
801,1624,999.895198147886
802,1626,999.9056783330975
803,1627,999.9151104997878
804,1628,999.9235994498091
805,1630,999.9312395048282
806,1632,999.9381155543455
807,1634,999.944303998911
808,1636,999.94987359902
809,1637,999.954886239118
810,1638,999.9593976152062
811,1640,999.9634578536856
812,1641,999.967112068317
813,1642,999.9704008614852
814,1643,999.9733607753367
815,1644,999.976024697803
816,1645,999.9784222280227
817,1647,975.0805800052206
818,1648,977.5725220046985
819,1651,979.8152698042287
820,1652,981.8337428238059
821,1654,983.6503685414253
822,1655,985.2853316872828
823,1658,986.7567985185545
824,1659,988.0811186666991
825,1660,989.2730068000292
826,1661,990.3457061200263
827,1662,991.3111355080237
828,1664,992.1800219572214
829,1668,992.9620197614993
830,1670,993.6658177853494
831,1671,994.2992360068145
832,1672,994.8693124061331
833,1675,995.3823811655197
834,1676,995.8441430489678
835,1678,996.259728744071
836,1682,996.6337558696639
837,1683,996.9703802826975
838,1684,997.2733422544278
839,1685,997.546008028985
840,1687,997.7914072260866
841,1691,992.2122665034778
842,1692,992.3910398531301
843,1694,993.1519358678171
844,1695,993.8367422810354
