Wall time,Step,Value
1651126324.4986615,42,0.03200564533472061
1651126325.2981386,94,0.006605465896427631
1651126326.64407,167,0.008921497501432896
1651126327.4284933,229,0.019366875290870667
1651126327.454494,234,0.025589019060134888
1651126328.1733568,273,0.0025073557626456022
1651126328.8393862,308,0.0015350596513599157
1651126328.8493853,310,0.0016625585267320275
1651126328.8913617,318,0.0014599328860640526
1651126331.6893573,474,0.001569247106090188
1651126333.0498378,536,0.023703085258603096
1651126333.8247042,579,0.0021476666443049908
1651126333.8617046,586,0.001934415427967906
1651126334.6207042,634,0.003514750860631466
1651126335.1731696,647,0.004201811738312244
1651126336.0464342,714,0.0009952811524271965
1651126336.6606445,722,0.6353727579116821
1651126338.2255101,808,0.08380243927240372
1651126338.3875103,836,0.012546801939606667
1651126342.0192623,1014,0.07894016802310944
1651126342.852263,1066,0.004215638618916273
1651126343.5382895,1104,0.0025245475117117167
1651126344.9488857,1180,0.0035990909673273563
1651126346.3329031,1261,0.0033612926490604877
1651126347.0854714,1316,0.0016738108824938536
1651126347.104471,1319,0.001866059610620141
1651126347.6582167,1333,0.09749256819486618
1651126347.6802194,1337,0.09902849048376083
1651126348.406125,1385,0.0032271412201225758
1651126348.4441226,1392,0.0028768389020115137
1651126349.1269836,1436,0.007826169952750206
1651126351.1247156,1552,0.01702919602394104
1651126353.7831671,1691,0.002325385343283415
1651126354.4530368,1734,0.1116965115070343
1651126354.4676485,1737,0.06911128759384155
1651126356.601124,1877,0.0034165973775088787
1651126357.3206422,1917,0.0014222366735339165
1651126359.314831,2036,0.002125875558704138
1651126360.547132,2096,0.0015430417843163013
1651126362.0051594,2199,0.0012420210987329483
1651126363.289887,2262,0.004032245837152004
1651126364.0081294,2307,0.0030082538723945618
1651126365.371699,2389,0.003981777001172304
1651126366.0907226,2436,0.010413512587547302
1651126367.2619393,2485,0.003596638096496463
1651126367.2679327,2486,0.0022864784114062786
1651126367.3309343,2498,0.0034077600575983524
1651126367.9924843,2532,0.09012526273727417
1651126370.689993,2685,0.002477551344782114
1651126371.4232194,2740,0.014220667071640491
1651126375.393121,2967,0.005817187950015068
1651126376.248254,3038,0.006250130943953991
1651126378.7384572,3161,0.005357410293072462
1651126379.5628362,3230,0.013133848085999489
1651126380.1008708,3246,0.0018364926800131798
1651126381.079547,3305,0.0008059394313022494
1651126386.6299646,3618,0.030154341831803322
1651126386.6394386,3620,0.036292050033807755
1651126387.4015853,3670,0.0018743900582194328
1651126388.699538,3741,0.023791350424289703
